iter	MultiClass
0	1.070439314
1	0.8808274275
2	0.7484239676
3	0.6487411412
4	0.5709015416
5	0.5090347028
6	0.4588725237
7	0.4166342076
8	0.3801069685
9	0.3498913225
10	0.325171875
11	0.3055750209
12	0.2874777309
13	0.2695182059
14	0.2543272008
15	0.2436354632
16	0.231119315
17	0.2207094378
18	0.2119019427
19	0.2031093052
20	0.1963795689
21	0.1893272705
22	0.1831388463
23	0.1782304164
24	0.172736921
25	0.168455113
26	0.1641161761
27	0.1597611084
28	0.1555333775
29	0.1517969448
30	0.1495920236
31	0.1461964722
32	0.14323543
33	0.1406284964
34	0.1381240234
35	0.1363904157
36	0.1339751674
37	0.1314915161
38	0.1293219343
39	0.1275174735
40	0.1250437971
41	0.1227729405
42	0.1203022287
43	0.118106611
44	0.1170473371
45	0.1154735805
46	0.1141343907
47	0.1127357875
48	0.1117212524
49	0.1104253191
50	0.1092146258
51	0.1084231742
52	0.107605617
53	0.1066054775
54	0.1056540963
55	0.1048118722
56	0.1032930559
57	0.1028177926
58	0.1022728795
59	0.1009285889
60	0.1003093523
61	0.09941530064
62	0.09875857108
63	0.09788439069
64	0.09673879569
65	0.09608905901
66	0.09544144113
67	0.09474802072
68	0.09410259138
69	0.09335968018
70	0.0927744315
71	0.09222754778
72	0.09170062256
73	0.09093882533
74	0.09057699149
75	0.09028274972
76	0.08966098458
77	0.08885021973
78	0.0880927124
79	0.08718668039
80	0.08690137591
81	0.08627784075
82	0.08571353585
83	0.08530269078
84	0.08472888184
85	0.08419637626
86	0.0835550014
87	0.08333108956
88	0.08278271484
89	0.08246776472
90	0.08190408761
91	0.08154576765
92	0.08114140974
93	0.08077570452
94	0.08041996547
95	0.07981821987
96	0.07969076974
97	0.07930249895
98	0.07877481515
99	0.07846014404
100	0.07817278181
101	0.07792833601
102	0.07747852434
103	0.07718988909
104	0.07677495466
105	0.07643069022
106	0.07580133929
107	0.07560206822
108	0.07516182164
109	0.07492992292
110	0.0748223441
111	0.07475913783
112	0.0744672154
113	0.0742461635
114	0.07410128348
115	0.07371604701
116	0.07338911656
117	0.07288826207
118	0.07235205078
119	0.07197505406
120	0.07140189907
121	0.07133922904
122	0.07130668858
123	0.07098373849
124	0.07060049874
125	0.07029646083
126	0.06990628488
127	0.06960239955
128	0.06920578439
129	0.06881774466
130	0.06863130842
131	0.06859438215
132	0.06843463135
133	0.06838148717
134	0.06804553223
135	0.06792963518
136	0.06784211513
137	0.06780385045
138	0.06777483259
139	0.06762696184
140	0.0675975865
141	0.06725479562
142	0.06714606149
143	0.06684239851
144	0.0667013419
145	0.0664856611
146	0.06637819563
147	0.06612807792
148	0.06603997367
149	0.06556745257
150	0.06553512137
151	0.06522025408
152	0.06502480643
153	0.06479452515
154	0.0647207598
155	0.06441001238
156	0.06438483102
157	0.0643328683
158	0.06403978184
159	0.06397577776
160	0.06368881662
161	0.06335863386
162	0.06331077794
163	0.06290465437
164	0.06265445818
165	0.06237865339
166	0.06225640869
167	0.06188581194
168	0.06168299648
169	0.06153366961
170	0.06126808384
171	0.06089052473
172	0.06084783936
173	0.06050956508
174	0.06038594273
175	0.06006628854
176	0.06000654384
177	0.05996700614
178	0.05976403809
179	0.059546875
180	0.05940549142
181	0.05921160889
182	0.05915757533
183	0.05913521031
184	0.05890589687
185	0.05868545096
186	0.05850715419
187	0.05835753087
188	0.05817726789
189	0.05800602504
190	0.0579039699
191	0.05763843209
192	0.05746061925
193	0.05721381923
194	0.05717263358
195	0.05697102138
196	0.05677455357
197	0.05675981358
198	0.05662215751
199	0.05634039743
200	0.05609881592
201	0.05581383841
202	0.05547802298
203	0.05531103952
204	0.05527078247
205	0.05525179182
206	0.05523702131
207	0.05503533936
208	0.05501412964
209	0.05494498117
210	0.05482878767
211	0.0547661438
212	0.05459335763
213	0.05445857021
214	0.05430453927
215	0.05427842494
216	0.05414713832
217	0.05388615635
218	0.05384547206
219	0.05360396031
220	0.05356520299
221	0.05354046195
222	0.053494424
223	0.05347969709
224	0.05330603899
225	0.05311300223
226	0.053007564
227	0.05285783168
228	0.05261360386
229	0.05243004935
