iter	MultiClass
230	0.05241395351
231	0.05239908709
232	0.05234065465
233	0.05232703073
234	0.05229578073
235	0.05205968366
236	0.05203336007
237	0.05202405657
238	0.05181368583
239	0.05179800851
240	0.05177787999
241	0.05168402972
242	0.05158404105
243	0.05152022443
244	0.05150899833
245	0.0513286656
246	0.05123873901
247	0.05120187378
248	0.05115438843
249	0.0510663147
250	0.05089216396
251	0.05071783011
252	0.05067878941
253	0.05066037859
254	0.05063809204
255	0.05046159581
256	0.05038099452
257	0.05023216466
258	0.05004643903
259	0.04995472499
260	0.04971166556
261	0.04969144113
262	0.04963371495
263	0.04941775077
264	0.04937318638
265	0.04936015102
266	0.04931752232
267	0.04924686105
268	0.04908775984
269	0.04895583235
270	0.048808415
271	0.04859702846
272	0.04846878924
273	0.0484110587
274	0.04821674892
275	0.04807810756
276	0.04795294189
277	0.0478788365
278	0.04784766061
279	0.04776543318
280	0.04772392927
281	0.04766718837
282	0.04760351127
283	0.04749099731
284	0.0474632612
285	0.0473510219
286	0.04733964757
287	0.04731738281
288	0.04721496582
289	0.0471917245
290	0.04704491752
291	0.04703029524
292	0.04699845232
293	0.04693605259
294	0.04692582921
295	0.04688160488
296	0.04681638881
297	0.04673073469
298	0.04662425014
299	0.04643090384
300	0.04620918492
301	0.04608339582
302	0.04604676601
303	0.04588041469
304	0.04583163888
305	0.04565418788
306	0.04562216622
307	0.04552372524
308	0.04549879674
309	0.04546204049
310	0.0453107169
311	0.04528587123
312	0.04518624442
313	0.04514672416
314	0.04508118112
315	0.0449676906
316	0.04495906285
317	0.04491336496
318	0.04471620832
319	0.04457291957
320	0.04456426566
321	0.04455040196
322	0.04443562535
323	0.04442421613
324	0.04437316895
325	0.04431274414
326	0.04418376814
327	0.04402238682
328	0.04386239188
329	0.04379625157
330	0.04374946812
331	0.0436000061
332	0.04353218733
333	0.04339573015
334	0.04337795149
335	0.04333847482
336	0.04331484549
337	0.04327258301
338	0.04316577148
339	0.04314478847
340	0.04308914185
341	0.0430687779
342	0.04295210048
343	0.04293004063
344	0.04282942418
345	0.04278640747
346	0.04277525984
347	0.04270884923
348	0.04263616943
349	0.04248692976
350	0.04243586077
351	0.04242809623
352	0.04234843227
353	0.04234053693
354	0.04230503191
355	0.04221135603
356	0.04215267072
357	0.04207712228
358	0.04199108451
359	0.04187751116
360	0.04184217181
361	0.04183783831
362	0.04178137643
363	0.04166377912
364	0.0415874285
365	0.04148696027
366	0.04146087646
367	0.04140194266
368	0.04135823713
369	0.0412368382
370	0.04117051043
371	0.04113405064
372	0.04103888811
373	0.04094160679
374	0.04081766183
375	0.04074412755
376	0.04061627633
377	0.04055498396
378	0.04053430612
379	0.04050166975
380	0.04048343767
381	0.04044492449
382	0.04034717233
383	0.04029238456
384	0.04025939069
385	0.04023351179
386	0.04020216588
387	0.04003111485
388	0.03995472063
389	0.03989614432
390	0.03983696638
391	0.03972879464
392	0.03966740199
393	0.03958379255
394	0.03947855922
395	0.03933306013
396	0.03920344325
397	0.03914842006
398	0.0390591823
399	0.03897568621
400	0.03883652605
401	0.03881714303
402	0.03873400879
403	0.03868012347
404	0.03861277117
405	0.03854920306
406	0.03841633388
407	0.03833926828
408	0.03828322928
409	0.03826513236
410	0.03821218872
411	0.03813629586
412	0.03808228411
413	0.03802069092
414	0.03798890904
415	0.03795936366
416	0.03788245065
417	0.03786313738
418	0.03780181449
419	0.03774528285
420	0.03767170933
421	0.03765428816
422	0.03764710345
423	0.03755053275
424	0.03751961408
425	0.03746986171
426	0.03743696812
427	0.03733976964
428	0.03732040405
429	0.03723321533
430	0.03720627703
431	0.03713808332
432	0.03707698713
433	0.03704749843
434	0.0370241394
435	0.03698037284
436	0.03688196673
437	0.03681358991
438	0.0367706168
439	0.03676147025
440	0.03675669207
441	0.03670139858
442	0.03659206281
443	0.03656676156
444	0.03652158029
445	0.0365139073
446	0.03650337219
447	0.03647733634
448	0.03645185852
449	0.03638494655
450	0.0363639243
451	0.03633666992
452	0.03618218776
453	0.03615670558
454	0.03613880048
455	0.03604117475
456	0.03597871181
457	0.03594269453
458	0.03593077959
459	0.03591300528
460	0.03586302185
461	0.03576904951
462	0.03576427787
463	0.03572339739
464	0.03567365156
465	0.03559292167
466	0.03553653826
467	0.03549781799
468	0.03546287755
469	0.03542454093
470	0.03532016645
471	0.03525214495
472	0.03520935931
473	0.03513808986
474	0.03506972177
475	0.03504269627
476	0.03502915519
477	0.03498315212
478	0.03496330697
479	0.03489908055
480	0.03482857622
481	0.03480872454
482	0.03478367179
483	0.03475246538
484	0.03472160993
485	0.03470635332
486	0.03464709255
487	0.0345800803
488	0.03454879761
489	0.03446920776
490	0.0344468362
491	0.03434266445
492	0.03427645002
493	0.03424981907
494	0.03419855826
495	0.03417694528
496	0.03413728551
497	0.03411118862
498	0.03406797137
499	0.0340546657
500	0.03402380371
501	0.03401974269
502	0.03398216902
503	0.03392595128
504	0.0338372127
505	0.0338071943
506	0.03371972002
507	0.03369292341
508	0.0336546936
509	0.03363373893
510	0.0336046317
511	0.03356467765
512	0.03351519993
513	0.0334549408
514	0.03339687892
515	0.03334211949
516	0.03325208609
517	0.03315500096
518	0.03307079642
519	0.03302880641
520	0.03300859724
521	0.03299734933
522	0.03291525487
523	0.03288845389
524	0.03282847595
525	0.03281792777
526	0.03280188206
527	0.03273300825
528	0.03269455174
529	0.03263186863
530	0.03255885097
531	0.03255221122
532	0.03248215594
533	0.03243127877
534	0.03237512425
535	0.03227992249
536	0.03227184623
537	0.03221876744
538	0.03220054626
539	0.0321683633
540	0.03214874486
541	0.03211695426
542	0.03211097063
543	0.03208342416
544	0.0320607932
545	0.03203613717
546	0.03199333845
547	0.03197193909
548	0.03193938337
549	0.03187968445
550	0.03184067426
551	0.03182839312
552	0.03179004124
553	0.03175266375
554	0.03172521755
555	0.03168755668
556	0.03162942723
557	0.03156690325
558	0.03152457537
559	0.0314745636
560	0.03143566023
561	0.03141059875
562	0.03136706761
563	0.03136285836
564	0.03131519645
565	0.03127345712
566	0.03122850691
567	0.03120001657
568	0.03111768232
569	0.03100417437
570	0.03089476667
571	0.03082449341
572	0.03078444563
573	0.0307136928
574	0.03066875349
575	0.0306491939
576	0.03063621303
577	0.03058473642
578	0.03057143511
579	0.03054215131
580	0.03052486965
581	0.03049457441
582	0.03045519584
583	0.03044419207
584	0.03031487383
585	0.03026789856
586	0.03022754996
587	0.03021112714
588	0.03005615016
589	0.03002850996
590	0.02997292873
591	0.02996766009
592	0.0299639631
593	0.02989160592
594	0.02987012373
595	0.0298455549
596	0.02979575021
597	0.02971319144
598	0.02964977155
599	0.02962304252
